110.00,108.03,109.93,107.92
112.96,110.36,112.76,111.54
115.35,111.17,114.57,114.39
114.39,114.89,116.24,113.93
116.03,113.34,116.25,114.69
117.02,116.49,118.47,116.69
116.90,115.14,117.56,115.20
116.53,116.24,116.86,116.27
116.75,115.71,117.57,116.58
118.84,117.29,118.42,117.94
118.95,117.35,118.32,118.04
116.18,115.70,116.08,114.32
115.58,116.41,116.69,115.79
117.57,117.46,117.92,117.42
116.83,119.35,118.45,117.59
118.56,117.90,119.38,118.11
116.66,116.15,117.53,116.37
115.50,116.78,116.63,114.94
117.91,116.40,117.43,117.01
119.49,116.05,119.41,116.25
119.00,118.38,119.40,117.91
120.07,119.12,120.70,119.41
120.20,120.37,120.62,119.74
119.86,118.65,120.12,119.43
119.12,118.94,119.48,119.20
119.15,119.17,119.52,118.91
121.08,118.10,121.07,118.19
117.27,120.59,119.44,117.24
118.75,118.17,118.83,118.13
120.07,122.28,120.88,121.12
120.05,118.93,119.90,119.97
120.19,120.60,120.46,119.86
123.55,120.82,123.55,120.63
122.05,121.73,122.34,121.70
121.91,125.25,122.47,123.83
121.42,120.33,121.22,120.32
121.14,120.55,120.98,120.28
129.38,127.37,131.02,127.26
135.93,133.85,138.49,134.17
129.63,128.65,128.99,128.54
137.69,135.01,139.60,135.29
130.88,131.52,132.39,130.63
132.78,132.28,133.50,132.12
133.50,131.41,133.27,131.09
132.75,132.80,133.47,132.30
133.08,132.48,133.41,132.41
135.65,133.81,135.62,133.50
135.29,136.47,135.17,135.39
136.43,136.84,137.17,136.31
137.63,135.97,137.83,135.88
136.20,137.23,136.97,135.69
137.42,137.37,137.24,137.04
137.20,136.71,138.36,136.41
137.96,136.77,137.96,135.94
137.15,138.19,137.80,136.64
138.07,138.25,138.71,138.17
140.06,139.12,140.93,138.59
141.76,140.81,142.99,139.66
142.58,139.59,142.55,139.49
140.30,138.60,140.39,138.01
139.58,139.00,139.98,139.21
139.13,137.48,138.98,137.80
138.81,137.27,137.97,136.03
139.60,139.76,139.92,140.23
138.88,138.64,138.42,137.05
139.45,139.81,140.22,140.43
139.63,141.52,140.88,140.19
140.37,140.51,140.01,138.49
139.49,141.16,140.37,139.50
142.93,139.80,142.00,140.57
139.63,142.56,143.02,139.75
140.92,140.00,140.97,139.37
142.50,138.99,140.38,140.64
140.32,140.29,141.02,139.41
140.94,140.64,141.56,139.94
143.22,141.86,144.40,140.81
144.53,143.88,144.86,143.32
144.17,142.08,143.98,141.77
143.90,141.61,143.75,141.28
143.76,144.96,144.46,144.37
144.83,144.50,145.23,144.49
144.08,145.47,145.80,145.13
146.58,145.81,147.34,145.45
143.02,143.17,143.84,143.09
142.42,144.57,144.45,143.54
140.09,142.28,142.82,137.22
140.26,140.94,141.62,138.17
140.30,142.22,142.61,141.09
141.08,141.79,142.11,140.91
140.57,141.34,142.20,141.35
139.93,142.19,142.23,140.49
144.20,140.56,143.84,141.87
141.64,142.37,142.84,142.09
142.10,142.84,143.42,140.34
145.42,144.32,145.85,144.56
144.57,144.88,145.55,144.07
143.27,144.39,144.12,142.65
143.51,144.26,144.44,143.23
145.04,144.44,146.67,142.12
147.62,146.99,147.65,146.77
